,Name,Height,Weight,Reach,Stance,DOB,Link
2427,Alex Perez,"5' 6""",125 lbs,"65""",Orthodox,"Mar 21, 1992",http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
2428,Markus Perez,"6' 1""",185 lbs,"73""",Orthodox,"Jun 22, 1988",http://ufcstats.com/fighter-details/2ac4628c08ec5125
2429,Ailin Perez,"5' 5""",145 lbs,"66""",Switch,"Oct 05, 1994",http://ufcstats.com/fighter-details/06e4245d16fc5315
2430,Anthony Perosh,"6' 3""",205 lbs,"75""",Orthodox,"Oct 05, 1972",http://ufcstats.com/fighter-details/4b4753d19489297f
2431,Thiago Perpetuo,"5' 10""",170 lbs,--,Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/c1a5d3843596df92
2432,Hernani Perpetuo,"6' 0""",170 lbs,--,Orthodox,"May 24, 1985",http://ufcstats.com/fighter-details/575360be653ad6a6
2433,Jay Perrin,"5' 7""",135 lbs,"67""",Switch,"Jun 15, 1993",http://ufcstats.com/fighter-details/01fed6f61ebea01f
2434,Mike Perry,"5' 10""",170 lbs,"71""",Orthodox,"Sep 15, 1991",http://ufcstats.com/fighter-details/f2b6fdb20675b11c
2435,Raphael Pessoa,"6' 3""",262 lbs,"78""",Orthodox,"Mar 09, 1989",http://ufcstats.com/fighter-details/41f90012b86a11bf
2436,Viktor Pesta,"6' 3""",240 lbs,"77""",Orthodox,"Jul 15, 1990",http://ufcstats.com/fighter-details/202b0467521c9d6f
2437,Leiticia Pestova,"5' 6""",135 lbs,--,Orthodox,"Jan 15, 1984",http://ufcstats.com/fighter-details/f3743d8ef5dde970
2438,Tony Petarra,"5' 11""",196 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/c61f66d8c3fd5f07
2439,Tommy Petersen,--,155 lbs,--,,--,http://ufcstats.com/fighter-details/7aabd61419f747d1
2440,Thomas Petersen,--,255 lbs,--,,"Mar 30, 1995",http://ufcstats.com/fighter-details/764d39074a352e33
2441,Cory Peterson,"6' 11""",400 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/5df10509264586e5
2442,Steven Peterson,"5' 10""",145 lbs,"70""",Orthodox,"May 29, 1990",http://ufcstats.com/fighter-details/b93c06d09d1c4ac0
2443,Vitor Petrino,"6' 2""",205 lbs,"77""",Orthodox,"Aug 28, 1997",http://ufcstats.com/fighter-details/71171fc96445bf65
2444,Andre Petroski,"6' 0""",185 lbs,"73""",Switch,"Jun 12, 1991",http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
2445,Armen Petrosyan,"6' 3""",185 lbs,"71""",Orthodox,"Nov 02, 1990",http://ufcstats.com/fighter-details/369ea36e450ae62a
2446,Ivana Petrovic,--,125 lbs,--,,"Jun 11, 1994",http://ufcstats.com/fighter-details/38c5817ade8a8014
2447,Seth Petruzelli,"6' 0""",205 lbs,"76""",Orthodox,"Dec 03, 1979",http://ufcstats.com/fighter-details/93b9496275bbbf80
2448,Peter Petties,"5' 11""",145 lbs,"72""",Southpaw,"Dec 20, 1990",http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0
2449,Anthony Pettis,"5' 10""",155 lbs,"72""",Orthodox,"Jan 27, 1987",http://ufcstats.com/fighter-details/cbb682f5fcc44bfc
2450,Sergio Pettis,"5' 6""",125 lbs,"69""",Orthodox,"Aug 18, 1993",http://ufcstats.com/fighter-details/de75d1c45a39e221
2451,Forrest Petz,"5' 9""",170 lbs,"71""",Orthodox,"Sep 22, 1975",http://ufcstats.com/fighter-details/e86bc32f5997a8f7
2452,Dino Pezao,--,205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/81b57acd6975ac06
2453,Cody Pfister,"5' 10""",155 lbs,"73""",Orthodox,"Jul 12, 1990",http://ufcstats.com/fighter-details/5904b0b38dc6718d
2454,Nam Phan,"5' 6""",135 lbs,"70""",Orthodox,"Mar 13, 1983",http://ufcstats.com/fighter-details/80dbeb1dd5b53e64
2455,Constantinos Philippou,"5' 11""",185 lbs,"73""",Orthodox,"Nov 29, 1979",http://ufcstats.com/fighter-details/05560764359161e4
2456,Wayne Phillips,--,185 lbs,--,,"Jun 17, 1983",http://ufcstats.com/fighter-details/09a82bd51ff61376
2457,Dave Phillips,"6' 0""",185 lbs,--,Orthodox,"Jan 12, 1980",http://ufcstats.com/fighter-details/99020eeb8cd5689d
2458,Aaron Phillips,"5' 9""",135 lbs,"71""",Southpaw,"Aug 05, 1989",http://ufcstats.com/fighter-details/34c2b3656f88f7ef
2459,Elizabeth Phillips,"5' 6""",135 lbs,"65""",Orthodox,"Aug 20, 1986",http://ufcstats.com/fighter-details/dcbf01d605681ad1
2460,John Phillips,"5' 11""",185 lbs,"75""",Southpaw,"Jun 09, 1985",http://ufcstats.com/fighter-details/e9ac7bfb65c25497
2461,Kyler Phillips,"5' 8""",135 lbs,"72""",Orthodox,"Jun 12, 1995",http://ufcstats.com/fighter-details/60425d07ef4b91a7
2462,Nick Pica,"5' 10""",185 lbs,--,,--,http://ufcstats.com/fighter-details/7922e8269adcc25a
2463,Adam Piccolotti,"5' 11""",155 lbs,--,,"Oct 23, 1988",http://ufcstats.com/fighter-details/fa399f7f6e17f7f5
2464,Vinc Pichel,"5' 10""",155 lbs,"72""",Orthodox,"Nov 23, 1982",http://ufcstats.com/fighter-details/c77a953488e5607d
2465,Brad Pickett,"5' 6""",135 lbs,"68""",Orthodox,"Sep 24, 1978",http://ufcstats.com/fighter-details/c945adc22c2bfe8f
2466,Jamie Pickett,"6' 2""",185 lbs,"80""",Orthodox,"Aug 29, 1988",http://ufcstats.com/fighter-details/830f60497fab345a
2467,Fabiola Pidroni,--,115 lbs,--,,"Jan 04, 1994",http://ufcstats.com/fighter-details/9561eb5f0d63ffcc
2468,Oskar Piechota,"6' 0""",185 lbs,"76""",Southpaw,"Jan 24, 1990",http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
2469,Nick Piedmont,"5' 10""",145 lbs,--,,--,http://ufcstats.com/fighter-details/df7d386a54e07446
2470,Mike Pierce,"5' 8""",170 lbs,"71""",Orthodox,"Sep 01, 1980",http://ufcstats.com/fighter-details/236a37d96d476164
2471,Joao Pierini,"6' 1""",155 lbs,--,Switch,"Dec 11, 1971",http://ufcstats.com/fighter-details/9a967e8e43dcef63
2472,Sean Pierson,"6' 0""",170 lbs,"76""",Southpaw,"Mar 10, 1976",http://ufcstats.com/fighter-details/0d506315895efffc
2473,Domingo Pilarte,"6' 0""",135 lbs,"73""",Southpaw,"Jan 05, 1990",http://ufcstats.com/fighter-details/4bf6b225ff6099c4
2474,Paddy Pimblett,"5' 10""",155 lbs,"73""",Orthodox,"Jan 03, 1995",http://ufcstats.com/fighter-details/7826923b47f8d72a
2475,Daniel Pineda,"5' 7""",145 lbs,"69""",Orthodox,"Aug 06, 1985",http://ufcstats.com/fighter-details/361d49960a196976
2476,Jesus Pinedo,"5' 10""",155 lbs,--,Southpaw,"Jun 22, 1996",http://ufcstats.com/fighter-details/25af5e832f17b474
2477,Pingyuan Liu,"5' 6""",135 lbs,"72""",Orthodox,"Feb 13, 1993",http://ufcstats.com/fighter-details/31bbd39c0a075d4e
2478,Luana Pinheiro,"5' 2""",115 lbs,"62""",Orthodox,"Nov 18, 1992",http://ufcstats.com/fighter-details/a3a542074109b347
2479,Gaetano Pirrello,"5' 7""",135 lbs,"65""",Orthodox,"Apr 29, 1992",http://ufcstats.com/fighter-details/8765559b6a29a421
2480,Maki Pitolo,"5' 10""",185 lbs,"75""",Orthodox,"Nov 24, 1990",http://ufcstats.com/fighter-details/c549573c0df4d676
2481,Dmitry Poberezhets,"6' 3""",237 lbs,--,,"Jun 11, 1985",http://ufcstats.com/fighter-details/9756095cb76b67c3
2482,Jamal Pogues,"6' 3""",205 lbs,"77""",Orthodox,"Dec 01, 1995",http://ufcstats.com/fighter-details/f41b9f5efc7162d6
2483,Ross Pointon,"5' 8""",170 lbs,--,Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/7215953cd5c6254d
2484,Dustin Poirier,"5' 9""",155 lbs,"72""",Southpaw,"Jan 19, 1989",http://ufcstats.com/fighter-details/029eaff01e6bb8f0
2485,Igor Pokrajac,"6' 0""",205 lbs,"74""",Orthodox,"Jan 02, 1979",http://ufcstats.com/fighter-details/53278852bcd91e11
2486,John Polakowski,"5' 10""",155 lbs,--,Orthodox,"Jun 21, 1981",http://ufcstats.com/fighter-details/b18fb36a4aa00093
2487,Julia Polastri,"5' 2""",125 lbs,"63""",Orthodox,"Mar 05, 1998",http://ufcstats.com/fighter-details/abb68e3c7ca128f2
2488,Brandon Polcare,--,125 lbs,--,,--,http://ufcstats.com/fighter-details/543cd2258f4fa339
2489,Mike Polchlopek,"6' 4""",285 lbs,--,Orthodox,"Dec 27, 1965",http://ufcstats.com/fighter-details/3bb030257966b022
2490,Santiago Ponzinibbio,"6' 0""",170 lbs,"73""",Orthodox,"Sep 26, 1986",http://ufcstats.com/fighter-details/6d1bffff14897645
2491,Grigory Popov,"5' 7""",135 lbs,"68""",Switch,"Apr 18, 1984",http://ufcstats.com/fighter-details/d3fa5c5955397532
2492,Alexander Poppeck,"6' 2""",205 lbs,--,Orthodox,"Apr 06, 1992",http://ufcstats.com/fighter-details/56bf3ed155bd0fcd
2493,Felipe Portela,--,170 lbs,--,,"Nov 23, 1987",http://ufcstats.com/fighter-details/303e017a9074f3aa
2494,Parker Porter,"6' 0""",265 lbs,"75""",Orthodox,"Apr 22, 1985",http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
2495,Ihor Potieria,"6' 3""",205 lbs,"75""",Southpaw,"May 29, 1996",http://ufcstats.com/fighter-details/260bd4cef10b033f
2496,Callan Potter,"6' 0""",170 lbs,"72""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb
2497,Dylan Potter,"6' 2""",225 lbs,"77""",Switch,"Jan 14, 1995",http://ufcstats.com/fighter-details/61e47575b24a06bf
2498,Ruan Potts,"6' 2""",247 lbs,"75""",Orthodox,"Feb 23, 1978",http://ufcstats.com/fighter-details/7e208569469c8bc8
2499,Devin Powell,"6' 0""",155 lbs,"73""",Orthodox,"Mar 01, 1988",http://ufcstats.com/fighter-details/065eb44700e641a4
2500,Marcin Prachnio,"6' 3""",205 lbs,"74""",Orthodox,"Jul 14, 1988",http://ufcstats.com/fighter-details/6370c1c1e12723d5
2501,Wagner Prado,"6' 0""",205 lbs,"74""",Southpaw,"Dec 30, 1986",http://ufcstats.com/fighter-details/7f6ef4e1227600bc
2502,Francisco Prado,"5' 10""",155 lbs,"69""",Orthodox,"Jun 16, 2002",http://ufcstats.com/fighter-details/3920d0cc288f9b0d
2503,Trevor Prangley,"6' 1""",185 lbs,"75""",Orthodox,"Aug 24, 1972",http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad
2504,Ricardo Prasel,"6' 7""",238 lbs,"78""",Orthodox,"Jun 02, 1990",http://ufcstats.com/fighter-details/b51d0ed3782a1bf5
2505,Carlo Prater,"5' 11""",155 lbs,"72""",Switch,"Jun 25, 1981",http://ufcstats.com/fighter-details/4f853e98886283cf
2506,Carlos Prates,--,170 lbs,--,,"Aug 17, 1993",http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3
2507,Michel Prazeres,"5' 6""",170 lbs,"67""",Orthodox,"Jul 25, 1981",http://ufcstats.com/fighter-details/e51fcd9cd84c0b93
2508,Philip Preece,"5' 8""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6597b611f1c32555
2509,Kyle Prepolec,"5' 10""",170 lbs,"70""",Southpaw,"Aug 30, 1989",http://ufcstats.com/fighter-details/873626e5547b5235
2510,Dorian Price,"6' 3""",170 lbs,--,Southpaw,"Aug 20, 1977",http://ufcstats.com/fighter-details/ee4b670e159f4a33
2511,Chris Price,"6' 2""",185 lbs,--,Southpaw,"Nov 09, 1982",http://ufcstats.com/fighter-details/0597a4528ebd1307
2512,Niko Price,"6' 0""",170 lbs,"76""",Orthodox,"Sep 29, 1989",http://ufcstats.com/fighter-details/d8da10db80131bec
2513,Shane Primm,"6' 3""",205 lbs,--,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/5114f1b5ad4cdf72
2514,Brent Primus,"5' 10""",155 lbs,--,,"Apr 12, 1985",http://ufcstats.com/fighter-details/46caf130099206cd
2515,Jiri Prochazka,"6' 3""",205 lbs,"80""",Orthodox,"Oct 14, 1992",http://ufcstats.com/fighter-details/009341ed974bad72
2516,Lara Procopio,"5' 4""",125 lbs,"67""",Orthodox,"Nov 14, 1995",http://ufcstats.com/fighter-details/e99821959a840bb8
2517,Joe Proctor,"5' 10""",155 lbs,"72""",Orthodox,"Aug 10, 1985",http://ufcstats.com/fighter-details/a36556bb1565e32d
2518,Cole Province,"5' 9""",145 lbs,"68""",Orthodox,"Jan 17, 1981",http://ufcstats.com/fighter-details/2a470ad41c22c25a
2519,Daniel Puder,"6' 3""",235 lbs,--,Orthodox,"Oct 09, 1981",http://ufcstats.com/fighter-details/66e0a70352fef46a
2520,Lucie Pudilova,"5' 8""",135 lbs,"67""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/3cf66c62d9069f43
2521,Claudio Puelles,"5' 10""",155 lbs,"72""",Southpaw,"Apr 21, 1996",http://ufcstats.com/fighter-details/d747eb273a40a920
2522,Juan Puerta,"5' 9""",125 lbs,"71""",Southpaw,"Jan 20, 1988",http://ufcstats.com/fighter-details/fdba548aff9763d9
2523,Bubba Pugh,"5' 10""",185 lbs,--,,--,http://ufcstats.com/fighter-details/6cf2352cdb3de59d
2524,Juan Manuel Puig,"5' 9""",145 lbs,--,Orthodox,"Apr 23, 1989",http://ufcstats.com/fighter-details/85d0fafb8b75d634
2525,Hugh Pulley,"6' 0""",155 lbs,--,,--,http://ufcstats.com/fighter-details/308279bd246c211f
2526,Josh Pulsifer,"5' 10""",145 lbs,--,,"Mar 16, 1983",http://ufcstats.com/fighter-details/16867810070dc520
2527,Jens Pulver,"5' 7""",145 lbs,"70""",Southpaw,"Dec 06, 1974",http://ufcstats.com/fighter-details/44260175069b6276
2528,CM Punk,"6' 1""",170 lbs,"73""",Orthodox,"Oct 26, 1978",http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
2529,Joe Pyfer,"6' 2""",185 lbs,"75""",Orthodox,"Sep 17, 1996",http://ufcstats.com/fighter-details/c1085e1701b13eca
2530,Mike Pyle,"6' 0""",170 lbs,"74""",Orthodox,"Sep 18, 1975",http://ufcstats.com/fighter-details/f5990c11974d8e9c
2531,Dong Hyun Ma,"5' 11""",155 lbs,"70""",Orthodox,"Sep 09, 1988",http://ufcstats.com/fighter-details/98a6b2361045898f
2532,Pawan Maan,"5' 7""",155 lbs,"70""",Orthodox,"Apr 06, 1986",http://ufcstats.com/fighter-details/450bacdacd706bcd
2533,William Macario,"5' 11""",170 lbs,"75""",Orthodox,"Jul 01, 1991",http://ufcstats.com/fighter-details/ed74afc8b5b47a61
2534,Jason MacDonald,"6' 3""",185 lbs,"80""",Orthodox,"Jun 03, 1975",http://ufcstats.com/fighter-details/2be6596a9db33bf5
2535,Rob MacDonald,"6' 3""",205 lbs,"78""",Orthodox,"Sep 05, 1978",http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
2536,Rory MacDonald,"6' 0""",170 lbs,"76""",Orthodox,"Jul 22, 1989",http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
2537,Ryan MacDonald,"5' 11""",135 lbs,"71""",Switch,"Mar 18, 1993",http://ufcstats.com/fighter-details/35e1f9984ed64206
2538,Clayton MacFarlane,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/39831e62d12e7ad1
2539,Ilima Macfarlane,"5' 4""",125 lbs,--,,--,http://ufcstats.com/fighter-details/8cf90e41646491fd
2540,Valesca Machado,"5' 4""",115 lbs,"63""",Orthodox,"May 06, 1996",http://ufcstats.com/fighter-details/a1a91dbf41a029c4
2541,Caio Machado,--,145 lbs,--,,"Jul 20, 1994",http://ufcstats.com/fighter-details/89839250eb25c9c1
2542,Lyoto Machida,"6' 1""",185 lbs,"74""",Southpaw,"May 30, 1978",http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
2543,War Machine,"5' 11""",170 lbs,--,Orthodox,"Nov 30, 1981",http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
2544,Anthony Macias,"5' 9""",185 lbs,--,Switch,--,http://ufcstats.com/fighter-details/dedc3bb440d09554
2545,Pauline Macias,"5' 4""",115 lbs,"64""",Southpaw,"Jun 27, 1988",http://ufcstats.com/fighter-details/e88b83dea18f5d31
2546,Reza Madadi,"5' 11""",155 lbs,"73""",Orthodox,"Jun 20, 1978",http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
2547,Don Madge,"6' 0""",155 lbs,"72""",Southpaw,"Nov 12, 1990",http://ufcstats.com/fighter-details/68c7ad953455c73f
2548,Ryan Madigan,"6' 0""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/a8d521d913df4e31
2549,Jon Madsen,"6' 0""",240 lbs,"72""",Orthodox,"Feb 12, 1980",http://ufcstats.com/fighter-details/7691a80e6ca3e55b
2550,Mark Madsen,"5' 8""",155 lbs,"72""",Orthodox,"Sep 23, 1984",http://ufcstats.com/fighter-details/da0995f19b749cfa
2551,Yoshiro Maeda,"5' 7""",139 lbs,"68""",Southpaw,"Oct 31, 1981",http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
2552,Leonardo Mafra,"5' 10""",155 lbs,"70""",Orthodox,"Apr 25, 1989",http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
2553,Vinny Magalhaes,"6' 3""",205 lbs,"75""",Orthodox,"Jul 02, 1984",http://ufcstats.com/fighter-details/88a9bc81271ccd89
2554,Vinicius Magalhaes,--,145 lbs,--,,"Jul 30, 1971",http://ufcstats.com/fighter-details/1b583c64c23f0c7f
2555,Caio Magalhaes,"6' 1""",185 lbs,"73""",Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/0c5c66ddd1886b83
2556,Bernardo Magalhaes,"5' 9""",155 lbs,--,Orthodox,"Apr 08, 1981",http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
2557,Eric Magana,--,--,--,,--,http://ufcstats.com/fighter-details/8db1b36dde268ef6
2558,Brandon Magana,--,170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/2015c944226ad2df
2559,Angela Magana,"5' 1""",115 lbs,"65""",Orthodox,"Aug 02, 1983",http://ufcstats.com/fighter-details/bd878a638e0e3be3
2560,Neil Magny,"6' 3""",170 lbs,"80""",Orthodox,"Aug 03, 1987",http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
2561,Ibragim Magomedov,"6' 0""",250 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/e7e970d508529bf3
2562,Rashid Magomedov,"5' 9""",155 lbs,"70""",Orthodox,"Nov 29, 1984",http://ufcstats.com/fighter-details/7ea1f74cef32f906
2563,Ruslan Magomedov,"6' 3""",242 lbs,"78""",Orthodox,"Nov 26, 1986",http://ufcstats.com/fighter-details/369e1ce458ef50a6
2564,Abus Magomedov,"6' 2""",185 lbs,"78""",Orthodox,"Sep 02, 1990",http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
2565,Shara Magomedov,"6' 2""",170 lbs,--,,"May 16, 1994",http://ufcstats.com/fighter-details/06734ca9d88dec3a
2566,Zabit Magomedsharipov,"6' 1""",145 lbs,"73""",Orthodox,"Mar 01, 1991",http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
2567,John Maguire,"5' 9""",155 lbs,"69""",Southpaw,"May 19, 1983",http://ufcstats.com/fighter-details/1a7745388839e52b
2568,Lolohea Mahe,--,--,--,,--,http://ufcstats.com/fighter-details/fb0b6593cec84356
2569,Michelle Maher,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/118463dd8db16e7f
2570,Maheshate,"6' 0""",155 lbs,"71""",Orthodox,"Dec 01, 1999",http://ufcstats.com/fighter-details/8c1ca54b5089d199
2571,Bill Mahood,"6' 3""",200 lbs,--,Orthodox,"Feb 01, 1967",http://ufcstats.com/fighter-details/ae58685caf8e4a0d
2572,Klayton Mai,"5' 9""",125 lbs,--,,"Nov 30, 1986",http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
2573,Demian Maia,"6' 1""",170 lbs,"72""",Southpaw,"Nov 06, 1977",http://ufcstats.com/fighter-details/427b5953ac8e3a27
2574,Jennifer Maia,"5' 4""",125 lbs,"64""",Orthodox,"Oct 06, 1988",http://ufcstats.com/fighter-details/8e1f36476ef02a6a
2575,Nayara Maia,"5' 5""",125 lbs,"66""",Orthodox,"Jul 25, 1990",http://ufcstats.com/fighter-details/03b1b79b34eaf217
2576,Roshan Mainam,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/b301292b1bc92bdb
2577,Levan Makashvili,"5' 8""",145 lbs,"68""",Orthodox,"Jan 07, 1989",http://ufcstats.com/fighter-details/938ad489fb7a1f31
2578,John Makdessi,"5' 8""",155 lbs,"68""",Orthodox,"May 03, 1985",http://ufcstats.com/fighter-details/c21a036b4e012f1c
2579,Islam Makhachev,"5' 10""",155 lbs,"70""",Southpaw,"Oct 27, 1991",http://ufcstats.com/fighter-details/275aca31f61ba28c
2580,Aliev Makhmud,"5' 6""",195 lbs,--,Southpaw,"Feb 13, 1970",http://ufcstats.com/fighter-details/3d481aa374c954a1
2581,Zach Makovsky,"5' 4""",125 lbs,"64""",Southpaw,"Apr 19, 1983",http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
2582,Azat Maksum,--,125 lbs,--,,"Feb 02, 1995",http://ufcstats.com/fighter-details/7f1bf0c255ec8756
2583,Jeremy Malaterre,"5' 11""",155 lbs,--,,--,http://ufcstats.com/fighter-details/110404b505fb562c
2584,Fabio Maldonado,"6' 1""",205 lbs,"75""",Orthodox,"Mar 17, 1980",http://ufcstats.com/fighter-details/1fb80f46d3c105d9
2585,Marvin Maldonado,"5' 6""",135 lbs,--,,--,http://ufcstats.com/fighter-details/e5ce754b01f922be
2586,Bea Malecki,"5' 9""",135 lbs,"74""",Orthodox,"Aug 23, 1991",http://ufcstats.com/fighter-details/b60c980f79b87ce8
2587,Nazareno Malegarie,"5' 8""",155 lbs,--,,"May 16, 1986",http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
2588,Carl Malenko,"5' 11""",200 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/a314687f372b2cec
2589,Jacob Malkoun,"5' 9""",185 lbs,"73""",Orthodox,"Aug 26, 1995",http://ufcstats.com/fighter-details/d4270315cbcf2569
2590,Mike Malott,"6' 1""",170 lbs,"73""",Orthodox,"Nov 07, 1991",http://ufcstats.com/fighter-details/dd6103dd7127db1d
2591,Dan Manasoiu,--,--,--,,--,http://ufcstats.com/fighter-details/eefc73b53d4a05d7
2592,Troy Mandaloniz,"5' 9""",170 lbs,--,Orthodox,"Feb 01, 1980",http://ufcstats.com/fighter-details/725a834930c2b5bf
2593,Nate Maness,"5' 10""",125 lbs,"72""",Orthodox,"Jun 27, 1991",http://ufcstats.com/fighter-details/6e9f40c706f91f32
2594,Michael Mangan,--,155 lbs,--,,--,http://ufcstats.com/fighter-details/9297ce6eee046f7a
2595,Gary Mangat,"5' 7""",135 lbs,--,,--,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
2596,Melvin Manhoef,"5' 9""",185 lbs,--,Orthodox,"May 11, 1976",http://ufcstats.com/fighter-details/e5767ed355a937c2
2597,Melchor Manibusan,"5' 5""",154 lbs,--,Southpaw,"Dec 27, 1976",http://ufcstats.com/fighter-details/b6c6d1731ff00eeb
2598,Jon Manley,"6' 1""",170 lbs,--,Orthodox,"Jul 07, 1986",http://ufcstats.com/fighter-details/a0602dd050bebefc
2599,Steve Mann,"6' 1""",170 lbs,--,,--,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
2600,Marnic Mann,"5' 0""",115 lbs,"64""",Southpaw,"Mar 05, 1993",http://ufcstats.com/fighter-details/b6203e0492a9336c
2601,Chris Manuel,"5' 9""",135 lbs,--,Orthodox,"Jul 21, 1987",http://ufcstats.com/fighter-details/a23e63184c65f5b8
2602,Jimi Manuwa,"6' 1""",205 lbs,"79""",Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
2603,Cristiano Marcello,"5' 9""",155 lbs,"72""",Orthodox,"Dec 03, 1977",http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
2604,Daniel Marcos,"5' 7""",135 lbs,"69""",Orthodox,"Mar 07, 1993",http://ufcstats.com/fighter-details/850266b3dc4e506e
2605,Jose Maria,"5' 5""",125 lbs,--,Orthodox,"Jan 04, 1982",http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
2606,Marcos Mariano,"6' 1""",155 lbs,"76""",Switch,"Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223
2607,Enrique Marin,"5' 10""",170 lbs,--,,"Sep 02, 1986",http://ufcstats.com/fighter-details/23a6e307077c6ccc
2608,Ronny Markes,"6' 1""",185 lbs,"75""",Orthodox,"Apr 21, 1988",http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
2609,Rory Markham,"6' 0""",170 lbs,"71""",Orthodox,"Mar 25, 1982",http://ufcstats.com/fighter-details/23a16ebe733e3041
2610,Randa Markos,"5' 4""",115 lbs,"63""",Orthodox,"Aug 10, 1985",http://ufcstats.com/fighter-details/4a57ebb14315b251
2611,Christina Marks,"5' 7""",125 lbs,"69""",Orthodox,"Nov 08, 1985",http://ufcstats.com/fighter-details/c7be22a47a58365a
2612,Nate Marquardt,"6' 0""",185 lbs,"74""",Orthodox,"Apr 20, 1979",http://ufcstats.com/fighter-details/a8e6a69796280f17
2613,Danilo Marques,"6' 6""",205 lbs,"77""",Orthodox,"Dec 26, 1985",http://ufcstats.com/fighter-details/687c15b2eddfaa63
2614,Julian Marquez,"6' 2""",185 lbs,"72""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/d0e1b42d41dab603
2615,Carmelo Marrero,"6' 0""",205 lbs,"73""",Orthodox,"Jan 26, 1981",http://ufcstats.com/fighter-details/aa03a3ca00ac6827
2616,Cesar Marscucci,--,--,--,,--,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
2617,John Marsh,"6' 0""",265 lbs,--,Orthodox,"Sep 15, 1970",http://ufcstats.com/fighter-details/b6b12014698cc345
2618,CJ Marsh,--,--,--,,--,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
